Question, Tag
A finite state machine with the following state table has a single input x and a single out z present state next state z x 1 x 0 A D 0 B 0 B B 1 C 1 C B 0 D 1 D B 1 C 0 If the initial state is unknown then the shortest input sequence to reach the final state C is 01 10 101 110  ,Finite Automata
Show that the Turing machines which have a read only input tape and constant size work tape recognize precisely the class of regular languages ,Identify Class Language
 a Given a set S left x mid ext there is an x block of 5 s in the decimal expansion of pi right Note x block is a maximal block of x successive 5 s Which of the following statements is true with respect to S No reason to be given for the answer  S is regular S is recursively enumerable S is not recursively enumerable S is recursive b Given that a language L_1 is regular and and that the language L_1 cup L_2 is regular is the language L_2 always regular Prove your answer ,Identify Class Language
Multiple choices may be correct If L1 is context free language and L2 is a regular language which of the following is are false  L1 L2 is not context free L1 cap L2 is context free sim L1 is context free sim L2 is regular  ,Identify Class Language
Let L denote the languages generated by the grammar S o 0S0 mid 00 Which of the following is TRUE L 0 L is regular but not 0 L is context free but not regular L is not context free ,Identify Class Language
The language accepted by a Pushdown Automaton in which the stack is limited to 10 items is best described as Context free Regular Deterministic Context free Recursive ,Identify Class Language
The language left a mb nc m n mid  m n geq1 right is regular context free but not regular context sensitive but not context free type 0 but not context sensitive ,Identify Class Language
Consider the languages L_1 left a nb nc m mid  n m gt 0 right  and  L_2 left a nb mc m mid  n m gt 0 right Which one of the following statements is FALSE L_1 cap L_2 is a context free language L_1 cup L_2 is a context free language L_1 ext and L_2 are  context free languages L_1 cap L_2 is a context sensitive language ,Identify Class Language
02 Choose the correct alternatives more than one may be correct and write the corresponding letters only In which of the cases stated below is the following statement true        For every non deterministic machine M_ 1 there exists an equivalent deterministic machine M_ 2 recognizing the same language      M_ 1 is non deterministic finite automaton M_ 1 is non deterministic PDA M_ 1 is a non deteministic Turing machine For no machines M_ 1 and M_2  the above statement true ,Non Determinism
Which of the following conversions is not possible algorithmically Regular grammar to context free grammar Non deterministic FSA to deterministic FSA Non deterministic PDA to deterministic PDA Non deterministic Turing machine to deterministic Turing machine  ,Non Determinism
Regarding the power of recognition of languages which of the following statements is false The non deterministic finite state automata are equivalent to deterministic finite state automata Non deterministic Push down automata are equivalent to deterministic Push down automata Non deterministic Turing machines are equivalent to deterministic Push down automata Non deterministic Turing machines are equivalent to deterministic Turing machines Multi tape Turing machines are available are equivalent to Single tape Turing machines  ,Non Determinism
Which one of the following statements is FALSE There exist context free languages such that all the context free grammars generating them are ambiguous An unambiguous context free grammar always has a unique parse tree for each string of the language generated by it Both deterministic and non deterministic pushdown automata always accept the same set of languages A finite set of string from some alphabet is always a regular language ,Non Determinism
Let N_f and N_p denote the classes of languages accepted by non deterministic finite automata and non deterministic push down automata respectively Let D_f and D_p denote the classes of languages accepted by deterministic finite automata and deterministic push down automata respectively Which one of the following is TRUE D_f subset N_f ext and D_p subset N_p D_f subset N_f ext and D_p N_p D_f N_f ext and D_p N_p D_f N_f ext and D_p subset N_p ,Non Determinism
Which one of the following is FALSE There is a unique minimal DFA for every regular language Every NFA can be converted to an equivalent PDA Complement of every context free language is recursive Every nondeterministic PDA can be converted to an equivalent deterministic PDA ,Non Determinism
Which of the following pairs have  DIFFERENT  expressive power Deterministic finite automata DFA and Non deterministic finite automata NFA Deterministic push down automata DPDA and Non deterministic push down automata NPDA Deterministic single tape Turing machine and Non deterministic single tape Turing machine Single tape Turing machine and multi tape Turing machine ,Non Determinism
